id,text,simplify,score
1I6c2InPr0A_9-5-rgb_front,"Now, you'll notice actually that the underline fabric in this case is white.","Now, you will notice that in this case, the underline fabric is white.",tensor([[0.9317]])
1nnhZvWBE44_3-11-rgb_front,A goal keeper is the one person who is allowed to use their hands.,A goal keeper is the only person who can use their hands.,tensor([[0.9476]])
22BmeZR4eOk_14-5-rgb_front,"But once you opened it, that's when you need to be careful about how long you let it sit on your shelf.","But when you open it, that's when you should be careful how long you put it on your shelf.",tensor([[0.9652]])
_dWcUsKVDiU_7-8-rgb_front,"Over the last few years, there have been a couple of developments that have really improved that situation.","Over the last few years, there have been a couple of things that have actually changed that.",tensor([[0.7975]])
1UB3Hyum1m4_25-5-rgb_front,"So, this kit will help you to design and cut your own special mats.","So, this kit will allow you to design and cut your own mats.",tensor([[0.9535]])
1sIQ1SMNHqM_15-8-rgb_front,"Put a little bit on your paper, and then walk it over to your wall and see if you're close to the grout color, if not, just keep adjusting your paint color.","Put a little bit on your paper, and then walk it over to your wall and see if you're close to the grout color. If you are, you can change the color later.",tensor([[0.9615]])
e6kaamScxwY_5-8-rgb_front,"You'll be under some time constraints, and also there are different children and different age groups have different abilities.","You will have some time limits, and there are different children and different age groups have different skills.",tensor([[0.9156]])
072DGdBjfkQ_23-5-rgb_front,And the last one is going to be his body but he's going to be kind of leaving the scene.,"And the last one will be his body, but he's going to leave the scene a little bit.",tensor([[0.9623]])
3o7onKJWX7c_3-3-rgb_front,"At the very tip of your head, you're going to do very small 'V' shape.","At the top of your head, you will have a very small 'V' shape.",tensor([[0.8257]])
1Ve6jGdkdRY_13-5-rgb_front,"Now, always in belly dance costuming, you want to consider your audience, and you want it to be appropriate for your audience.","Now, always in belly dance costuming, you want to think about your audience, and you want it to be right for them.",tensor([[0.9770]])
1zEwB1EoDZw_6-8-rgb_front,And we're going to sew together the four inch strips and sort of quilt them to make it extra strong.,And then we will sew together the four inch strips and kind of quilt them to make it stronger.,tensor([[0.9399]])
1k_zOkhoyJE_4-8-rgb_front,"Now what you're going to want to do is stand flat on your feet, and you're going to want to focus on one specific point.",Now what you're going to want to do is stand up on your feet. You're going to want to focus on a particular point.,tensor([[0.8496]])
d7AGobq8bmw_7-8-rgb_front,"Any busy person knows that you can't always get as many hours of sleep as you want, but one thing that you can do is try to put yourself on a set sleep schedule.","Anyone who is busy knows that you can't always get as much sleep as you want, but you can try to put yourself on a set sleep schedule.",tensor([[0.9470]])
-8uwu59w8QE_7-8-rgb_front,"If you realize that each of those vendors might be paying say a $100 and if you have ten of those vendors that is a $1,000 that your festival has already to work with.","If you know that each of those vendors could be paying say a $100 and if you have ten of those vendors that's a $1,000 that you already have to spend.",tensor([[0.8087]])
1XOuWR5CP6o_8-5-rgb_front,"This is not going to do any good for your book, its going to pull it away from the spine here.",This is not going to help your book. It's going to take it away from here.,tensor([[0.6148]])
dPDIWKLSjBw_0-2-rgb_front,"Hi, name is John Stewart and this is how to find north with or without a compass.","Hi, my name is John Stewart and this is how you can find the north.",tensor([[0.8530]])
0xxbsy0Ek9I_18-5-rgb_front,"So come over here and what you're going to do, your going to hit your Quick Mask button which is this button here, with the square and the circle inside of it.","So come over here and what you're going to do, you're going to hit this button here. This is the button with the circle and the square inside it.",tensor([[0.5873]])
DhN9zRgCbBU_1-5-rgb_front,"What you need to do with the jump is to teach them to go over them on their own, slowly at first.","What you want to do with the jump is to teach them to go over them slowly, at first.",tensor([[0.9669]])
COKcDItUTA8_5-8-rgb_front,"Also too, lemons, if you cut up a lemon and kind of just rub your teeth with the lemon.","Also, lemons, when you cut a lemon, you can kind of rub your teeth with it.",tensor([[0.9273]])
14vF1lPQCgc_16-8-rgb_front,I am going to secure this pre-strung beads here and measure it off.,I will take the pre-strung beads here and measure it off.,tensor([[0.9368]])
DcFCY1OFhCw_8-3-rgb_front,It is pretty simple in explanation but you should keep in mind some key factors.,It is quite simple in description but you should remember some key factors.,tensor([[0.8493]])
1oN5GdoCO44_12-8-rgb_front,Close it and it's ready at all times with the oil ready to pickup the dust.,Close it and it's ready all the time with the oil ready to pick up the dust.,tensor([[0.9828]])
0CGoYyy61p8_0-8-rgb_front,"HARMONIE KRIEGER: So, now we're here on a red carpet makeover and we're going into evening dresses.","HARMONIE KRIEGER: So, now we're here on a red carpet makeover and we're going to wear dresses.",tensor([[0.9678]])
1h3mvQDZnBw_12-8-rgb_front,So it makes it real simple; the only number I need to know is three and seven eighths.,This makes it very easy. All I need to know is the number three and seven eighths.,tensor([[0.8981]])
evyPWgUeAcI_3-8-rgb_front,"Generally, this information was provided you when you were sent the credit card.","In general, this information is given to you when the credit card is sent.",tensor([[0.9678]])
484PoKla0ug_8-1-rgb_front,"Once he recognizes that that guy has handed the ball off, he has to first of all get this guy off of him who's going to be coming out to block him.","When he knows that that guy has passed the ball off, he first needs to get this guy off of him who's going to come out and block him.",tensor([[0.9321]])
2L0cIk45VhA_2-1-rgb_front,Now we are going to use a couple of basic tools to help strip some romex wire if you are doing any wiring.,Now we will use a few basic tools to help strip some wire if you are doing any electrical work.,tensor([[0.8503]])
1rGiqgUx360_23-8-rgb_front,The male also turns the eggs to aerate them regularly.,The male also turns the eggs regularly to aerate them.,tensor([[0.9973]])
darV50MH6vc_23-8-rgb_front,Now for some cats the easiest thing to do is swaddle them in the towel.,"For some cats, the best solution is to swaddle them in a towel.",tensor([[0.8905]])
biBBePKaQMY_0-4-rgb_front,"Hi, this is John Stewart and this is how to find water in the case of an emergency.","Hi, my name is John Stewart and this is how to find water in an emergency.",tensor([[0.9608]])
23YW07EXh34_0-5-rgb_front,ALVIN DEDEAUX: The next thing you're going to learn is false casting.,ALVIN DEDEAUX: The next thing you should know is false casting.,tensor([[0.9628]])
eGHj55105uM_15-5-rgb_front,This particular one is a key chain style or I have used them as zipper pulls.,This one is a key chain style or I have actually used them.,tensor([[0.7210]])
aewpNjI88kw_0-5-rgb_front,So now both of my base and my lid had set up to the leather of our stage.,So now both of my base and my lid had come up to our stage.,tensor([[0.8002]])
1RQ3dFBCjmI_6-5-rgb_front,"Now I know sometimes, you know, you just, you have to make money.","Now I know sometimes, you know, you just need to make money.",tensor([[0.9368]])
1YmFWc521pE_9-8-rgb_front,"In the next segment I'm going to cover the publicity and the out rage of capacity of the building if you will for your organization, stay with me.","In the next section I'm going to cover the publicity and the out rage of the building if you will for your business, stay with me.",tensor([[0.8275]])
EnTdOClhYyo_6-5-rgb_front,So Iâve selected a rug that just pretty much sits in the center of the room.,So Iâve chosen a rug that just basically sits in the middle of the room.,tensor([[0.9705]])
EvS51qz56A0_33-8-rgb_front,"I'm Janice Creneti, and this is how to prepare for an audition.","I'm Janice Creneti, and this is how an audition is done.",tensor([[0.8813]])
DopLUa7Gl8s_6-5-rgb_front,"So, I'm going to go out to the end of the board, and I'll explain to you what we're going to do.","So, I'm going to go out to the end of the board, and I'm going to tell you what to do.",tensor([[0.8807]])
204pffNcQbc_13-8-rgb_front,"So these are often in leather, sometimes in silver, but probably the bulk of Swiss clock-making would be in small clocks like this.","So these are often in leather, sometimes in silver. Probably the majority of Swiss clock-making is done like this.",tensor([[0.9270]])
54ERX_j7PGE_10-5-rgb_front,"Giving us and with the toilet seat, putting it up to darn near the same height as a regular chair in the house.","And with the toilet seat, putting it up to pretty much the same height as a normal chair in the house.",tensor([[0.8394]])
cd6_MRFSaBg_0-5-rgb_front,"We're going to go and cover the handle of the wagon, with some tissue paper, make it a little bit more decorative.",We're going to cover the wagon's handle with tissue paper and make it a little bit more decorative.,tensor([[0.9806]])
1ljAz5cBwjQ_13-1-rgb_front,"Don't be in denial to yourself, and certainly don't be in denial to others.",Don't be in denial about yourself. And don't be in denial about others.,tensor([[0.9224]])
fxtkHe6zRFg_4-5-rgb_front,The specific harness used at this gym is called the misty mountain jim dandy.,The particular harness used at this gym is known as the misty mountain.,tensor([[0.8429]])
DWkPtTMVx7w_2-8-rgb_front,"First things first, always consult a professional.","First of all, always consult a professional.",tensor([[0.9559]])
10d1oeViKYw_18-5-rgb_front,"Now with the outdoors, you might feel that you need to get hyped up and do a little bit more.","Now with the outside, you may feel that you should get excited and do a little more.",tensor([[0.7505]])
2nOClTVZ-0w_15-8-rgb_front,"My name is Sylvia Russell, and this is how you can use home remedies to get rid of eye puffiness and under eye circles.","My name is Sylvia Russell, and this is how you can use home remedies to treat under eye circles and eye puffiness.",tensor([[0.9788]])
5c2eJSafE3M_8-5-rgb_front,"There we go, we have a nice wall fitting clew patch.","There we go, we have a good good wall patch.",tensor([[0.7327]])
1UEZfuSvYuA_11-5-rgb_front,It's very very important not only man to man but especially in the zone to box somebody out.,It's very important not only man to man but in particular in the zone to box someone out.,tensor([[0.9865]])
celb3UJ9_Ko_3-8-rgb_front,"You can also feel free to use little tiles, some come in shapes already precut for you.","You can also use small tiles, some come in pre-cut shapes for you personally.",tensor([[0.8529]])
1TU3WpD2Oj0_25-5-rgb_front,"I'll put a little decoration on the flag, we'll just put a star.",I will put a star on the flag. We will just put a star.,tensor([[0.9227]])
1Ot-mwXOTuQ_9-8-rgb_front,"So you are keeping your boat out of the water, keeping the legs extended.",So you keep your boat out of the water. You keep your legs extended.,tensor([[0.9072]])
5nk3hS9UHl0_7-8-rgb_front,"Because, they are attuned to hiding any illness away from their flock so that they won't be banned from the flock.","Because, they try to hide any disease from their flock so that they will not be taken out of the flock.",tensor([[0.9399]])
ELYVP7C91YU_4-8-rgb_front,Okay yes there we go and we like to make it pretty much the same size.,Okay so there we go and we like to keep it pretty much the same size.,tensor([[0.9254]])
CPZREUAZgsA_18-8-rgb_front,And now I've got my short to long piece that melds into the sides and the back nicely without creating a lot of havoc.,And now I have my short to long piece that melds into the back and sides well without making too much mess.,tensor([[0.9795]])
BlhCuryvt88_13_14_15-8-rgb_front,"To reduce your friction. And you're going to push down, so you have about half an inch. On the bottom of the pot.",To reduce friction. And you're going to push down about half an inch. On the bottom of the container.,tensor([[0.8426]])
-eVbw_nRsLI_10-5-rgb_front,This isn't like hitting off the nice firm ground.,It's not like hitting the good solid ground.,tensor([[0.8608]])
1qYHdB1eWQc_0-8-rgb_front,We just talked about ear points to quit smoking.,We just talked about how to stop smoking.,tensor([[0.7468]])
BP0ftwelwSM_5-3-rgb_front,"So look into your options, because now and days there are a lot more options than just your offset printing.","So look into your options, because now and days there are a lot more things to choose from.",tensor([[0.2934]])
0x-kl7MK6fc_13-5-rgb_front,This will come in spirits with every time your heart beats.,You will feel it in spirit every time your heart beats.,tensor([[0.7369]])
0-bR2rq-qps_5-5-rgb_front,"And when they do have acne, it's a great way to prevent more acne.","And if you do have acne, it's a good way to prevent it.",tensor([[0.8672]])
16AA5BXiVGo_2-8-rgb_front,This is an iron stone base but it's the flow blue patterns that are on here this is early 19th century and you'll find that this is just a flow blue pattern but you'll find this in brown transfer.,This is an iron stone base but it's the flow blue patterns that are on here this is early 19th century and you'll find this in brown transfer. This is just a flow blue pattern.,tensor([[0.9968]])
eZampqelfrw_16-4-rgb_front,"So, this has been ""How You Can Tell the Real Leather From the Fake Leather"".","So, this has been How to tell fake leather from real leather..",tensor([[0.9273]])
_93xgBE3NgA_4-5-rgb_front,The white rice and picadillo go hand in hand; they go together.,White rice and picadillo go well together. They go well together.,tensor([[0.9168]])
0pCWadlP-9Q_2-8-rgb_front,When it's flat it's up to the ridge.,"When it's high, it's to the ridge.",tensor([[0.8258]])
0oHN9y80NME_5-5-rgb_front,In my opinion your lighter should be as big as your frame.,Your lighter should really be as big as your body.,tensor([[0.8862]])
aSjHu-I75bE_5-5-rgb_front,"We're going to be looking at reading, it's fun and it's enjoyable.",We're going to be reading. It's fun and it's interesting.,tensor([[0.8468]])
3daeOlNR8_A_23-5-rgb_front,You're going to want to mix up a ten percent bleach solution.,You will need to mix up a ten percent bleach solution.,tensor([[0.9398]])
Bh1nzi3BHMQ_1-8-rgb_front,I often recommend a small refractor such as this.,I usually use a small refractor like this.,tensor([[0.9205]])
1s3UAxaRWbI_5-8-rgb_front,"If you're going to dribble the ball or run the ball end to end, you might as well be dribbling while you're doing it.","If you're going to run the ball end to end or dribble the ball, you might as well do it while you're doing it.",tensor([[0.9341]])
bALpZEr8flU_3-8-rgb_front,"This young lady actually was a marine, and her hair was in extensions for quite a long time.","This girl was actually a marine, and her hair had been in extensions for a long time.",tensor([[0.9357]])
0H0_rY2_6wQ_0-5-rgb_front,"Now we're going to finish the decoration, by filling in the traced outline of the image that we did.","Now we're going to complete the design, by filling in the traced picture that we did.",tensor([[0.8443]])
BOAuIAm-p_A_30-8-rgb_front,And these are the supplies needed for the project of making a wagon from a shoe box.,And these are the materials required to make a wagon from a shoe box.,tensor([[0.9420]])
1RKltss46fg_17-5-rgb_front,And also you are going to want a shoe which has a higher top to it.,As well as you will want a shoe that has a higher top to it.,tensor([[0.8549]])
CQ938XE05sg_4-8-rgb_front,So you're going to need to locate where your drain bolt is and remove all the oil from the motorcycle.,So you will need to find where your drain bolt is and take away all the oil from the car.,tensor([[0.7943]])
2-G31CNowCU_10-8-rgb_front,These are fairly popular lizards and they do make good pets if you set them up properly.,These are quite common lizards and they make good pets if you set them up right.,tensor([[0.9217]])
1UPmMYcFIWM_2-5-rgb_front,Okay we are going to start with repairing a combination break.,Okay we will begin with repairing a combination break.,tensor([[0.9728]])
5O8kZa59YZU_4-8-rgb_front,"Now, once over two, children can safely switch from vitamin D whole milk to things like reduced fat or even skim milk.","Now, once a child is over two, they can safely switch from whole milk to reduced fat or skim milk.",tensor([[0.8137]])
cZbKzFhPbsg_12-8-rgb_front,I know dentist that make as little as $120 and I tell you dentists that make as much as a million.,I know people who make as little as $120 and I know people who make as much as a million.,tensor([[0.7011]])
aAJxGyiEEHU_1-5-rgb_front,There's 3 main body movements we can do in our kayaks without using our kayak paddle.,There are 3 main body movements we can do in kayaks without the use of a paddle.,tensor([[0.9691]])
cQwxm1k62WY_17-5-rgb_front,"And try it that's what my case is, try it you never know what plants will do.","And try it, that's what I've done, you never know what plants will do.",tensor([[0.9281]])
-7ZqO3skAxk_1-8-rgb_front,And what I mean by that is think about what you say before you say it.,What I mean is that you should think about what you say before you do.,tensor([[0.8287]])
5dqnMgr62_w_0-8-rgb_front,"Okay I said independent, not independence, independent realtor or being on a team.","I said independent, not real estate independent or being on a team.",tensor([[0.9212]])
BVgS_-Tnhvk_5-5-rgb_front,"Right, left, right, left, that left foot doesn't move in space.","Right, left, right, left, the left foot does not move.",tensor([[0.8110]])
1E1vnnehwdE_1-5-rgb_front,These are great because what they do is they bring a brush and a blow dryer and put it into one unit.,These are great because what they do is they bring a blow dryer and brush into a single unit.,tensor([[0.9661]])
1r9BuA9JwsY_9-11-rgb_front,"So, you've got your stick ready to go the next time you want to clean a bathroom.","So, your stick is ready to go the next time you need to clean the bathroom.",tensor([[0.9304]])
11nApVmQepI_2-8-rgb_front,"So, during this series, we've gone over the plot.","In this series, we've been talking about plot.",tensor([[0.8247]])
4Af-nxPvbgY_7-5-rgb_front,We'll have our receiver push the defensive back off.,Our defensive back will push the receiver off.,tensor([[0.9004]])
bFtO1fUoHEc_1-5-rgb_front,And I'm here to talk to you about having a very successful job interview.,And I'm here to tell you how to have a very good job interview.,tensor([[0.8674]])
Ci8otvMiZJU_25-5-rgb_front,Is it something that you want to carry with you and go through many routines with?,Is it something that you would like to take with you and do many things with?,tensor([[0.7351]])
-9D6kP1TgbY_13-8-rgb_front,"Because her eyebrows are a little short, I'm going to draw just a tiny bit onto the ends just to extend them a little bit.","Because her eyebrows are a little short, I'm going to draw a little bit on the ends just to give them a little more length.",tensor([[0.9729]])
1CZBTc6jzCs_1-5-rgb_front,"Feet are wide apart, spine stays tall.","The feet are wide, the spine is tall.",tensor([[0.8082]])
FWi7va17oUQ_22-9-rgb_front,"About two hundred and ten degrees, if it's an electric fan, it will turn on.","About two hundred and ten degrees, it will turn on if it's an electric fan.",tensor([[0.9799]])
f1R7MZSlOOg_5-5-rgb_front,I have just done a quick soak with it.,I just took a short soak with it.,tensor([[0.9339]])
C9TWqHwLWcg_7-8-rgb_front,And that forces the load of the weight of the fly line into the rod a little more and gives you more acceleration.,This forces the weight of the fly line into the rod a little bit more. This will give you more speed.,tensor([[0.8892]])
e9UWZ3kkA7Y_9-8-rgb_front,"This time to beat the wind coming against our back, we need to go low in our back cast, come up, and then go down in our forward cast.","This time to beat the wind coming against our back, we need to go down in our forward cast, then come up in our back cast.",tensor([[0.9817]])
CVpmdnJpOdE_9-5-rgb_front,"So, first, we are going to learn how to do what we call a straight run on your skis.","So first of all, we're going to learn how to do a straight run on your skis.",tensor([[0.9562]])
1RKg0FfW0To_6-5-rgb_front,You can be extremely strong and have poor technique and be a pretty decent shot putter.,You can be very strong and have bad technique and be a pretty good shot putter.,tensor([[0.9917]])
4K_f93M-BrA_4-8-rgb_front,"You want to make sure those heat lamp fixtures have a ceramic base, not plastic, plastic melts and it becomes a fire hazard.","You want to make sure those heat lamps have a ceramic base, not plastic. If it is plastic, it can catch fire.",tensor([[0.9127]])
fHT1NhNUono_14-8-rgb_front,What I have to do now is put my blue portal over here and then I can walk into the orange and come out the blue.,All I need to do is put my blue portal here and then I can walk into the orange. I will come out the blue.,tensor([[0.9660]])
bP8YvikdELg_2-5-rgb_front,"If you remember, our turn step moved us so that we were putting the opposite shoulder in.","If you remember, our turn step moved us so that our shoulder was in the air.",tensor([[0.9038]])
bcM7xvycZAs_13-8-rgb_front,It is more about kind of letting them know that you are on their side and you guys are a team and working together to kind of get to a common good.,It's more about letting them know that you're on their side and that you're a team and that we can work together for a common good.,tensor([[0.9348]])
-cjui5FUrLQ_7-5-rgb_front,"Really rely on the support of the chair here, even though you feel your feet and your legs supporting you.","Really rely on the chair's support here, even though you can feel your legs and feet supporting you.",tensor([[0.9759]])
10i-zHo6pdw_1-8-rgb_front,"I'm Laura Gibson, beauty expert and I'm here to give you a few tips on how to clean your curling iron.","I'm Laura Gibson, beauty expert, and I'm here to help you clean up your hair.",tensor([[0.5409]])
1mrUTikYY-c_31-11-rgb_front,"And, what you do is, you know, you use the resin to apply the fiberglass and get it to bond to the surf board.","And, what you do is, you know, you use the resin to make the fiberglass bond to the surf board.",tensor([[0.9837]])
EdJgTx0iFeE_2-5-rgb_front,"I hoop to the left, so now I'm going to try it to the right.","I hoop to the right, so now I'm going to hoop to the left.",tensor([[0.9195]])
DxFIaxNaCZI_31-8-rgb_front,Rocks are great because they add weight to the plant.,Rocks are great because they support the plant.,tensor([[0.9489]])
11pWSXWId2A_17-8-rgb_front,"When you are fielding the ball, you always want to get in front of it.","When you play cricket, you always want to get in front of the ball.",tensor([[0.8604]])
Du41T4cbdds_2-5-rgb_front,"Most vehicles are different but generally, it's going to be on the left hand side, in the corner, up on the firewall.","Most cars are different, but generally, it's going to be up on the firewall, on the left hand side.",tensor([[0.9020]])
-B1PA__Pemg_11-8-rgb_front,This is Ann Myrick and those are ways to work with your China cabinet.,This is Ann Myrick and these are how you can use your China cabinet.,tensor([[0.9047]])
1ghvkzsMgbM_5-8-rgb_front,"Including sweet potatoes, turnip, radish and kohlrabi.","This includes sweet potatoes, radish and kohlrabi.",tensor([[0.9337]])
1YeCndpqV50_7-8-rgb_front,"Now, this damage will take the creature to zero life then this creature will be destroyed and will be removed from the game.","Now, this damage will take the creature to zero life. This creature will be removed from the game and destroyed.",tensor([[0.9850]])
1wtSe0nk5Tk_10-8-rgb_front,"Also what's important to know what's behind that headboard, what's behind on the other side of the wall.","It's also important to know what's behind that headboard, what's behind the wall on the other side.",tensor([[0.9234]])
caSH1HZRhZA_32-5-rgb_front,"Now, we can go ahead and take our string and bring it across.",So now we can take our string and bring it across the line.,tensor([[0.8361]])
-3sFcDBFxc8_9-5-rgb_front,"And I'm just going to light it, and it might take a couple of times to get the lighter going.","And I'm just going to light it, and it might take me a little while to get it going.",tensor([[0.9045]])
14fTPEpnW6s_3-8-rgb_front,"The right heel is just to the back of the right, the left heel so that it creates this ninety degree angle.","The left heel is just to the back of the right, the right heel so that it makes this angle.",tensor([[0.9513]])
1g93sGtZViI_2-8-rgb_front,Usually you can find these in theatrical supply stores and some nice photography stores.,These can usually be found in theatrical supply stores and some good photography stores.,tensor([[0.9827]])
eGLS5AY_TEw_1-8-rgb_front,"I remember having to learn, is called the figure 8; the figure 8 drill.",I had to learn this thing called the figure 8. The figure 8 drill.,tensor([[0.8932]])
fFk8oRYSMq0_0-5-rgb_front,"Hi, I'm Joe Cuenco with Family Resources.",I'm Joe Cuenco from Family Resources.,tensor([[0.9125]])
bo3G_k9XSPY_0-8-rgb_front,"Alright, here's an example of how to land a fish on a jig rod.",Here's a good example how to catch a fish with a jig rod.,tensor([[0.8686]])
09pImpqIfaU_9-8-rgb_front,You have the 2 loops on the crochet hook.,You will find 2 loops on a crochet hook.,tensor([[0.9073]])
476vh2-HlV0_8-5-rgb_front,"As I mentioned earlier, in general, you should not leave the rack in the microwave.","As I said before, in general, you should not put the rack in the microwave.",tensor([[0.9497]])
1zAgxIlYtwM_10-8-rgb_front,I'm going to put this on here until I get just a gram.,I'm going to keep doing this until I get a gram.,tensor([[0.8537]])
BFTBP-LfR0A_3-8-rgb_front,Tripods are very important to every reporter or a photographer's work.,Tripods are essential to any reporter or photographer's work.,tensor([[0.9769]])
18NasCihOMs_23-8-rgb_front,LES MCGEHEE: A large amount of Jalapeno peppers and lemons on the vine.,ES MCGEHEE: A large number of lemons and peppers on the vine.,tensor([[0.8572]])
DcnH1GxziLs_3-8-rgb_front,A logo presented in vivid color will grab people's attention.,A bright color logo will catch people's attention.,tensor([[0.9547]])
3LhPYQ2oVrc_6-3-rgb_front,"And then fill in, and there you have it.",Then you fill in and there you have it.,tensor([[0.9150]])
DX3KWLldIJc_4-8-rgb_front,"Then go about a millimeter, two millimeters and slice really thin slices.","Then take a millimeter, two millimeters, and cut it very thin.",tensor([[0.7577]])
eOCzDL-1dOw_2-1-rgb_front,"The Colubridae's tend to be a thinner, faster, snake than the Boyd's are.",The Colubridae's are usually smaller and faster than the Boyd's.,tensor([[0.8795]])
F1495o0hagE_4-8-rgb_front,"You're going to slowly start to turn in the direction you hoop as, as you bring the hoop up and in towards the chest and over the head.",You will slowly turn the hoop in the same direction that you hoop as you bring the hoop up and in over your head.,tensor([[0.9038]])
a9abAEFmEQQ_7-5-rgb_front,I like it cooked like this cause I like the little toasty to the salmon.,I like it cooked like this because I like the salmon a little toasty.,tensor([[0.9904]])
0Ca0Mc1SqpA_4-8-rgb_front,"I found that it got a little too black and once it gets too black, there's not a lot you can do with it.","I thought it was a little too black. When it's too black, there's not a lot you can do with it.",tensor([[0.7783]])
5k66qfWaM7E_5-8-rgb_front,And that's one indication to know that you actually combined the image properly.,And that's one sign to know that you actually combined the picture correctly.,tensor([[0.8796]])
1UPmMYcFIWM_11-5-rgb_front,"Otherwise if you are outside and most repairs can be done outside on nice days, you can just let the sun cure this.","Otherwise, if you are outside on nice days, most repairs can be done outside. You can just let the sun cure it.",tensor([[0.9418]])
aD7Kmdiuigo_11-5-rgb_front,It's not new information if I tell you that Bobby Knight has a temper.,It's no secret that Bobby Knight has a bad temper. It's not new.,tensor([[0.8997]])
-EgUpIYXF3k_18-8-rgb_front,I'm Johanna Krynytzky from Hip Expressions Belly Dance Studio helping you to practice your Tribal belly dance.,I'm Johanna Krynytzky from Hip Expressions Belly Dance Studio and I'm teaching you belly dance.,tensor([[0.8794]])
1avHo4qZ86Q_2-8-rgb_front,"However, what you may not realize is that you can use wire to crochet.","However, you might not know that you can use wire to crochet.",tensor([[0.9814]])
1WZGAIBhaPs_16-5-rgb_front,"So you're just going to drop and then just like a cat when it gets scared, you just round out your back.","So you're just going to fall and then like a cat when it's scared, you just turn your back.",tensor([[0.7322]])
cRhmpbpCW_4_1-5-rgb_front,"So, we're going to use about an inch of the hot water, just enough to let the tea steep.","So, we're going to use about an inch of hot water. This will allow the tea to steep.",tensor([[0.9230]])
-dTqNMtTqO8_1-5-rgb_front,When most young ladies enter a pageant they are required to have a platform.,When most girls enter a pageant they are required to have a stage.,tensor([[0.7640]])
47oJoR2BC34_2-8-rgb_front,And it's more of a technical type of photography than action-based photography.,This kind of photography is more technical than action-based photography.,tensor([[0.8627]])
1mTkXsCyPhU_12-8-rgb_front,"The advantage to this is, with a two knee slide, you can actually come up shooting, and in fact you can actually get into your slide and start shooting while you're sliding.","The good thing about this is, with a two knee slide, you can actually come up shooting, and in fact you can start shooting while you're sliding.",tensor([[0.9397]])
1cSjZ5kNZw8_12-8-rgb_front,"Pretty intricate amount of numbers that you need to know, and keep in mind, so dialing China, 011 gets you out of the country.","Pretty complex number of numbers that you should know, and remember, so dialing China, 011 gets you out of the country.",tensor([[0.9346]])
FaDSFhcBlHI_7-8-rgb_front,"See because it's now rough and uneven the color isn't going straight down, it's kind of just grabbing corners and edges of the stick.","Because it's now rough and uneven, the color doesn't go straight down. It's kind of just grabbing the edges and corners.",tensor([[0.8457]])
aHUC2fh-jfQ_2-8-rgb_front,"So what you want to do is when you, usually people hire their photographers first.",So what you want to do is usually people first hire their photographers.,tensor([[0.9417]])
04DtdCu2kfg_6-5-rgb_front,"The main thing is, we want this guy to pointing to the ball and his man.",The main thing is that we want him to be looking for the ball and man.,tensor([[0.7257]])
CyLfNgMZmc0_8-8-rgb_front,"Exhale as you're coming up, inhale, exhale, inhale, exhale.","Exhale when you're coming up, inhale when you're going down.",tensor([[0.8643]])
-1PeVdIwiq0_18-8-rgb_front,"When buying a new car, don't be afraid to ask your dealership to allow them to allow you to look at the invoice.","When you buy a new car, don't be afraid to ask your dealer. They will let you look at the invoice.",tensor([[0.9241]])
1835p3jEejw_11-8-rgb_front,"So what I do to help magnify the light, I just set this up around the piece of jewelry.","So what I do to make the light stronger, I just put this around the jewelry.",tensor([[0.8482]])
3rW6wKS5nTU_8-5-rgb_front,It's a very shock resistant steel.,It is a highly shock resistant steel.,tensor([[0.9816]])
1SwTfvvyM_Y_11-5-rgb_front,And that's how you rip your strips!,This is how you cut your strips.,tensor([[0.6790]])
aUBQCNegrYc_1-1-rgb_front,"Through the use of blocks, it can make the fear go right out of it, or at least we hope so.","By using blocks, you can take the fear right out of it, or at least we hope so.",tensor([[0.9322]])
1dJbYUmWpSY_11-8-rgb_front,We have also because of the seat lopes in the vehicle using a pool noodle to adjust for angle.,We have also the seat lopes in the car using a pool noodle to change the angle.,tensor([[0.7555]])
-dXU26rkB7I_12-5-rgb_front,"If you over mix it, your cookies will run.","If you mix too much, your cookies will run.",tensor([[0.9589]])
eI1zf6vSM-g_8-8-rgb_front,It's best to just spend a little time with your horse enjoying them and not asking them to do things that they might not want to do.,"You should just spend some time with your horse and enjoy them, and not ask them to do anything they don't want to do.",tensor([[0.9584]])
-CmdMw3PKV8_21-8-rgb_front,Just these ones are modern and it's great because you're going to find your size.,Only these ones are modern and it's good because you will find your size.,tensor([[0.9307]])
-FmyGR0GA_E_10-8-rgb_front,"So, mailing yourself stuff is one way to resupply.","So, sending yourself stuff is a way to supply.",tensor([[0.7588]])
CTERDLghzFw_2-8-rgb_front,"Hi, I'm beauty expert, Jackie O, and today, we will discuss how to fix nail pops.","Hi, I'm beauty expert, Jackie O, and today we'll talk about how to fix your nails.",tensor([[0.7816]])
1IKLsLfTtLs_15-5-rgb_front,"Now don't forget to change arms, you want to be balanced.","Just remember to change arms, you want to be balanced.",tensor([[0.8898]])
1NdnCBn6-F4_12-3-rgb_front,"When you buy the leader, it is a good idea to buy a spool of tippet which is the same diameter as the end of the leader.","When you buy the leader, it is a good idea to buy a spool of tippet. The diameter of the spool should be the same.",tensor([[0.9515]])
2XnIHZ9qbsI_6-5-rgb_front,"It would be a very, very rare occasion that you would have to use it.","It would be a very, very rare event that you would need to use it.",tensor([[0.9216]])
